comuna,tipo_cliente,consumo_mensual,coord_x,coord_y
Providencia,INDUSTRIAL,1477.07,-70.672013,-33.45101
Providencia,COMERCIAL,261.78,-70.577948,-33.592911
Providencia,COMERCIAL,260.37,-70.623194,-33.591711
Providencia,RESIDENCIAL,161.53,-70.641588,-33.597176
Providencia,INDUSTRIAL,825.74,-70.661481,-33.433226
Providencia,INDUSTRIAL,584.47,-70.580831,-33.546014
Providencia,RESIDENCIAL,173.26,-70.549557,-33.424449
Providencia,RESIDENCIAL,76.02,-70.559121,-33.43191
Providencia,RESIDENCIAL,178.93,-70.658701,-33.476278
Providencia,COMERCIAL,386.14,-70.50314,-33.430127
Providencia,RESIDENCIAL,154.67,-70.591589,-33.421096
Providencia,INDUSTRIAL,745.13,-70.664917,-33.432676
Providencia,COMERCIAL,436.73,-70.542206,-33.49217
Providencia,RESIDENCIAL,163.81,-70.747886,-33.448675
Providencia,INDUSTRIAL,1535.17,-70.717215,-33.569329
Providencia,COMERCIAL,33.69,-70.696351,-33.452265
Providencia,INDUSTRIAL,970.96,-70.738805,-33.505717
Providencia,COMERCIAL,367.92,-70.501958,-33.422212
Providencia,COMERCIAL,282.83,-70.564649,-33.416177
Providencia,INDUSTRIAL,795.86,-70.552832,-33.463004
Providencia,RESIDENCIAL,175.42,-70.633403,-33.472058
Providencia,RESIDENCIAL,173.51,-70.622542,-33.597953
Providencia,RESIDENCIAL,173.55,-70.530534,-33.410876
Providencia,INDUSTRIAL,651.75,-70.575197,-33.502049
Providencia,RESIDENCIAL,84.04,-70.616751,-33.435402
Providencia,RESIDENCIAL,107.62,-70.565633,-33.480209
Providencia,INDUSTRIAL,1055.27,-70.594271,-33.484415
Providencia,RESIDENCIAL,184.21,-70.608677,-33.578686
Providencia,INDUSTRIAL,1036.38,-70.538688,-33.573136
Providencia,RESIDENCIAL,176.23,-70.529039,-33.477333
Providencia,INDUSTRIAL,861.49,-70.641672,-33.465588
Providencia,INDUSTRIAL,880.74,-70.626721,-33.569042
Providencia,RESIDENCIAL,200.01,-70.592835,-33.452344
Providencia,RESIDENCIAL,112.01,-70.691857,-33.513656
Providencia,INDUSTRIAL,1263.23,-70.510285,-33.414689
Providencia,COMERCIAL,193.33,-70.720598,-33.559861
Providencia,INDUSTRIAL,1024.57,-70.71501,-33.5964
Providencia,COMERCIAL,230.44,-70.676812,-33.405017
Providencia,COMERCIAL,335.36,-70.622487,-33.533813
Providencia,INDUSTRIAL,530.74,-70.71362,-33.57517
Providencia,RESIDENCIAL,130.6,-70.63193,-33.552524
Providencia,INDUSTRIAL,853.22,-70.63746,-33.479667
Providencia,COMERCIAL,282.94,-70.514421,-33.593536
Providencia,COMERCIAL,213.77,-70.52151,-33.511872
Providencia,INDUSTRIAL,925.36,-70.617121,-33.420028
Providencia,COMERCIAL,375.34,-70.517459,-33.565253
Providencia,INDUSTRIAL,1129.18,-70.618758,-33.534824
Providencia,INDUSTRIAL,947.37,-70.74729,-33.431121
Providencia,COMERCIAL,267.42,-70.687298,-33.496968
Providencia,INDUSTRIAL,477.76,-70.584201,-33.46302
Providencia,COMERCIAL,365.18,-70.516102,-33.566571
Providencia,RESIDENCIAL,70.61,-70.731429,-33.535448
Providencia,INDUSTRIAL,1000.03,-70.593852,-33.557506
Providencia,RESIDENCIAL,145.4,-70.516845,-33.595501
Providencia,INDUSTRIAL,1188.62,-70.703254,-33.492866
Providencia,RESIDENCIAL,269.11,-70.54705,-33.410971
Providencia,RESIDENCIAL,77.11,-70.627,-33.529318
Providencia,COMERCIAL,321.36,-70.662876,-33.453783
Providencia,INDUSTRIAL,962.79,-70.665763,-33.418599
Providencia,INDUSTRIAL,1094.02,-70.562555,-33.590888
Providencia,RESIDENCIAL,138.47,-70.736255,-33.50935
Providencia,COMERCIAL,225.54,-70.67013,-33.435587
Providencia,COMERCIAL,254.93,-70.53442,-33.528618
Providencia,RESIDENCIAL,136.39,-70.528835,-33.590671
Providencia,RESIDENCIAL,101.82,-70.616204,-33.570202
Providencia,RESIDENCIAL,209.7,-70.738699,-33.591733
Providencia,RESIDENCIAL,90.23,-70.748834,-33.543503
Providencia,INDUSTRIAL,1009.03,-70.516096,-33.515513
Providencia,INDUSTRIAL,1402.9,-70.640131,-33.442371
Providencia,COMERCIAL,319.07,-70.600431,-33.512624
Providencia,RESIDENCIAL,144.46,-70.649109,-33.547531
Providencia,RESIDENCIAL,202.6,-70.53155,-33.442289
Providencia,INDUSTRIAL,871.62,-70.511356,-33.465971
Providencia,INDUSTRIAL,518.24,-70.627218,-33.435418
Santiago,INDUSTRIAL,691.16,-70.633291,-33.541698
Santiago,COMERCIAL,123.14,-70.643136,-33.542454
Santiago,RESIDENCIAL,182.52,-70.713629,-33.549786
Santiago,COMERCIAL,262.74,-70.722735,-33.482838
Santiago,COMERCIAL,226.79,-70.613586,-33.448103
Santiago,COMERCIAL,293.22,-70.741493,-33.497827
Santiago,RESIDENCIAL,232.73,-70.512972,-33.406782
Santiago,RESIDENCIAL,103.9,-70.613184,-33.445594
Santiago,COMERCIAL,233.37,-70.558083,-33.551686
Santiago,COMERCIAL,323.6,-70.631768,-33.599732
Santiago,INDUSTRIAL,927.66,-70.675411,-33.522459
Santiago,RESIDENCIAL,65.49,-70.546453,-33.508341
Santiago,INDUSTRIAL,934.48,-70.655766,-33.438471
Santiago,INDUSTRIAL,1105.89,-70.581763,-33.556557
Santiago,RESIDENCIAL,177.61,-70.641192,-33.594508
Santiago,COMERCIAL,183.08,-70.744641,-33.543875
Santiago,RESIDENCIAL,108.08,-70.733858,-33.492942
Santiago,RESIDENCIAL,222.2,-70.569687,-33.426372
Santiago,RESIDENCIAL,139.74,-70.500085,-33.445128
Santiago,COMERCIAL,333.26,-70.662222,-33.514442
Santiago,INDUSTRIAL,1301.01,-70.521661,-33.572775
Santiago,RESIDENCIAL,164.58,-70.615014,-33.500437
Santiago,RESIDENCIAL,197.12,-70.559909,-33.554222
Santiago,COMERCIAL,313.86,-70.646939,-33.488149
Santiago,RESIDENCIAL,81.71,-70.517205,-33.481269
Santiago,RESIDENCIAL,208.75,-70.70419,-33.550532
Santiago,INDUSTRIAL,1228.4,-70.528347,-33.422266
Santiago,RESIDENCIAL,237.67,-70.618972,-33.441704
Santiago,RESIDENCIAL,147.48,-70.519435,-33.523598
Santiago,COMERCIAL,234.82,-70.587123,-33.50003
Santiago,RESIDENCIAL,136.1,-70.611428,-33.446346
Santiago,RESIDENCIAL,132.45,-70.743591,-33.524701
Santiago,RESIDENCIAL,48.77,-70.588118,-33.558393
Santiago,RESIDENCIAL,122.42,-70.683876,-33.515479
Santiago,COMERCIAL,301.6,-70.536294,-33.586659
Santiago,INDUSTRIAL,753.62,-70.578184,-33.577367
Santiago,RESIDENCIAL,147.91,-70.633722,-33.480866
Santiago,COMERCIAL,261.92,-70.665451,-33.545426
Santiago,COMERCIAL,331.53,-70.69018,-33.451145
Santiago,INDUSTRIAL,1147.42,-70.703911,-33.487958
Santiago,RESIDENCIAL,154.18,-70.743437,-33.521215
Santiago,INDUSTRIAL,802.57,-70.697585,-33.500021
Santiago,INDUSTRIAL,1244.14,-70.63833,-33.562988
Santiago,INDUSTRIAL,948.28,-70.566976,-33.406005
Santiago,INDUSTRIAL,867.35,-70.513245,-33.523653
Santiago,INDUSTRIAL,1009.18,-70.670729,-33.481856
Santiago,RESIDENCIAL,130.78,-70.70983,-33.55662
Santiago,INDUSTRIAL,1064.49,-70.611041,-33.54018
Santiago,RESIDENCIAL,25.4,-70.728435,-33.582537
Santiago,INDUSTRIAL,636.78,-70.628919,-33.598136
Santiago,INDUSTRIAL,542.96,-70.566731,-33.417534
Santiago,COMERCIAL,380.89,-70.676635,-33.592344
Santiago,RESIDENCIAL,119.45,-70.559091,-33.572814
Santiago,COMERCIAL,335.91,-70.583619,-33.569321
Santiago,COMERCIAL,164.18,-70.519951,-33.527426
Santiago,RESIDENCIAL,188.08,-70.61364,-33.416343
Santiago,INDUSTRIAL,509.33,-70.691704,-33.469564
Santiago,RESIDENCIAL,180.99,-70.68727,-33.454993
Santiago,INDUSTRIAL,976.21,-70.628807,-33.421346
Santiago,INDUSTRIAL,1088.22,-70.544152,-33.507215
Santiago,INDUSTRIAL,1067.83,-70.672471,-33.40299
Santiago,INDUSTRIAL,1205.98,-70.645502,-33.462639
Santiago,INDUSTRIAL,970.37,-70.559207,-33.576052
Santiago,INDUSTRIAL,1174.65,-70.71365,-33.424328
Santiago,COMERCIAL,428.34,-70.608244,-33.590806
Santiago,RESIDENCIAL,140.93,-70.689668,-33.458416
Santiago,COMERCIAL,421.34,-70.637742,-33.546189
Santiago,COMERCIAL,301.72,-70.51807,-33.421724
Santiago,RESIDENCIAL,203.2,-70.709409,-33.409535
Santiago,RESIDENCIAL,101.56,-70.696841,-33.540719
Santiago,INDUSTRIAL,603.23,-70.518368,-33.444486
Santiago,COMERCIAL,210.91,-70.737277,-33.420454
Santiago,INDUSTRIAL,986.98,-70.514271,-33.462334
Santiago,RESIDENCIAL,165.7,-70.648956,-33.563054
Santiago,INDUSTRIAL,1209.65,-70.596471,-33.439253
Santiago,RESIDENCIAL,96.21,-70.632948,-33.443116
Santiago,COMERCIAL,248.31,-70.617788,-33.466566
Santiago,RESIDENCIAL,196.41,-70.667319,-33.513286
Santiago,COMERCIAL,264.86,-70.597575,-33.49693
Santiago,RESIDENCIAL,134.76,-70.686788,-33.413438
Santiago,INDUSTRIAL,1162.69,-70.587573,-33.427965
Santiago,COMERCIAL,363.73,-70.570903,-33.445801
Santiago,RESIDENCIAL,174.18,-70.602255,-33.424524
Santiago,RESIDENCIAL,69.34,-70.645275,-33.504103
Santiago,COMERCIAL,339.91,-70.682468,-33.400839
Santiago,COMERCIAL,105.08,-70.510698,-33.403199
Santiago,INDUSTRIAL,1027.37,-70.530804,-33.499677
Santiago,RESIDENCIAL,111.02,-70.510889,-33.52264
Santiago,COMERCIAL,359.98,-70.521574,-33.40782
Santiago,COMERCIAL,416.86,-70.627861,-33.480638
Santiago,INDUSTRIAL,1020.14,-70.727737,-33.499608
Santiago,COMERCIAL,169.39,-70.703078,-33.589264
Santiago,RESIDENCIAL,253.8,-70.625989,-33.576568
Santiago,COMERCIAL,400.24,-70.663506,-33.460321
Santiago,INDUSTRIAL,921.7,-70.536917,-33.401417
Santiago,COMERCIAL,259.48,-70.653721,-33.507489
Santiago,RESIDENCIAL,187.07,-70.50812,-33.419582
Santiago,INDUSTRIAL,870.39,-70.571891,-33.593076
Santiago,INDUSTRIAL,1055.31,-70.59248,-33.52333
Santiago,INDUSTRIAL,1033.7,-70.585812,-33.432478
Santiago,COMERCIAL,283.25,-70.639901,-33.514578
Santiago,COMERCIAL,324.63,-70.722591,-33.574786
Santiago,RESIDENCIAL,194.87,-70.685498,-33.579479
Santiago,COMERCIAL,87.77,-70.557116,-33.542817
Santiago,RESIDENCIAL,90.56,-70.705431,-33.480878
Santiago,COMERCIAL,376.39,-70.729263,-33.491233
Santiago,COMERCIAL,409.99,-70.596116,-33.544965
Santiago,INDUSTRIAL,865.88,-70.740817,-33.484177
Santiago,RESIDENCIAL,160.22,-70.505058,-33.42666
Santiago,COMERCIAL,407.94,-70.709808,-33.543574
Santiago,RESIDENCIAL,189.18,-70.676341,-33.528336
Santiago,COMERCIAL,343.92,-70.585715,-33.578562
Santiago,RESIDENCIAL,110.98,-70.577385,-33.594756
Santiago,RESIDENCIAL,87.68,-70.612979,-33.483939
Santiago,RESIDENCIAL,99.16,-70.528512,-33.524066
Santiago,COMERCIAL,413.4,-70.644653,-33.432166
Santiago,INDUSTRIAL,1155.13,-70.651747,-33.48501
Santiago,COMERCIAL,158.2,-70.720527,-33.542155
Santiago,INDUSTRIAL,965.05,-70.52507,-33.489357
Santiago,COMERCIAL,451.06,-70.540122,-33.472327
Santiago,RESIDENCIAL,96.45,-70.527652,-33.48322
Santiago,INDUSTRIAL,276.09,-70.725224,-33.505279
Santiago,COMERCIAL,442.23,-70.665069,-33.47645
Santiago,RESIDENCIAL,177.83,-70.588227,-33.598828
Santiago,COMERCIAL,345.11,-70.517104,-33.455884
Santiago,INDUSTRIAL,1256.15,-70.519916,-33.440806
Santiago,INDUSTRIAL,1240.23,-70.517091,-33.515342
Santiago,RESIDENCIAL,112.74,-70.556917,-33.435482
Santiago,INDUSTRIAL,815.26,-70.632999,-33.569138
Santiago,INDUSTRIAL,934.59,-70.588168,-33.554763
Santiago,INDUSTRIAL,904.69,-70.718639,-33.594237
Santiago,COMERCIAL,172.34,-70.561844,-33.528063
Santiago,RESIDENCIAL,162.16,-70.613623,-33.426245
Santiago,INDUSTRIAL,1151.92,-70.591229,-33.581538
Santiago,RESIDENCIAL,191.68,-70.746813,-33.54783
Santiago,INDUSTRIAL,1335.89,-70.560161,-33.461601
Santiago,RESIDENCIAL,116.16,-70.620208,-33.546749
Santiago,COMERCIAL,400.66,-70.620292,-33.487664
Santiago,INDUSTRIAL,1121.31,-70.727213,-33.53232
Santiago,RESIDENCIAL,146.37,-70.670748,-33.590484
Santiago,COMERCIAL,246.19,-70.536012,-33.448067
Santiago,COMERCIAL,389.72,-70.580788,-33.52389
Santiago,COMERCIAL,240.39,-70.56078,-33.596759
Santiago,RESIDENCIAL,123.41,-70.624594,-33.559126
Santiago,COMERCIAL,301.36,-70.664991,-33.480513
Santiago,COMERCIAL,272.55,-70.632975,-33.524593
Santiago,RESIDENCIAL,197.06,-70.687879,-33.418141
Santiago,COMERCIAL,398.27,-70.661961,-33.470251
Santiago,COMERCIAL,285.04,-70.572785,-33.464574
Santiago,INDUSTRIAL,848.6,-70.535526,-33.595386
Santiago,INDUSTRIAL,479.44,-70.658047,-33.4005
Santiago,INDUSTRIAL,1353.0,-70.746537,-33.499692
Santiago,RESIDENCIAL,147.26,-70.622464,-33.566322
Santiago,RESIDENCIAL,53.32,-70.528749,-33.464278
Santiago,COMERCIAL,340.76,-70.592784,-33.400478
Santiago,COMERCIAL,400.86,-70.685712,-33.596033
Santiago,RESIDENCIAL,123.64,-70.522218,-33.497268
Santiago,RESIDENCIAL,128.92,-70.576938,-33.592912
Santiago,INDUSTRIAL,1039.85,-70.640601,-33.573848
Santiago,COMERCIAL,251.72,-70.579415,-33.583832
Santiago,INDUSTRIAL,1021.11,-70.644026,-33.437906
Santiago,RESIDENCIAL,94.94,-70.660601,-33.474268
Santiago,INDUSTRIAL,1312.6,-70.58189,-33.418496
Santiago,COMERCIAL,200.92,-70.596698,-33.509835
Santiago,INDUSTRIAL,447.96,-70.693047,-33.512105
Santiago,INDUSTRIAL,1261.66,-70.566601,-33.498656
Santiago,INDUSTRIAL,1114.45,-70.545755,-33.435987
Santiago,COMERCIAL,236.9,-70.582869,-33.590717
Santiago,INDUSTRIAL,814.99,-70.61552,-33.47865
Santiago,RESIDENCIAL,105.6,-70.673809,-33.551009
Santiago,RESIDENCIAL,135.52,-70.509704,-33.456707
Santiago,COMERCIAL,232.29,-70.615179,-33.459135
Santiago,RESIDENCIAL,208.42,-70.60728,-33.429639
Santiago,COMERCIAL,404.23,-70.695938,-33.481145
Santiago,INDUSTRIAL,605.12,-70.701434,-33.526496
Santiago,INDUSTRIAL,566.08,-70.591339,-33.494464
Santiago,INDUSTRIAL,1093.06,-70.577988,-33.545637
Santiago,RESIDENCIAL,188.41,-70.698258,-33.573452
Santiago,RESIDENCIAL,154.44,-70.597932,-33.407405
Santiago,INDUSTRIAL,1250.96,-70.611181,-33.488905
Santiago,RESIDENCIAL,142.5,-70.634918,-33.434946
Santiago,RESIDENCIAL,210.37,-70.619456,-33.468057
Santiago,INDUSTRIAL,872.12,-70.528905,-33.512644
Santiago,RESIDENCIAL,137.8,-70.629414,-33.472501
Santiago,COMERCIAL,336.23,-70.710678,-33.500722
Santiago,COMERCIAL,282.46,-70.639859,-33.532231
Santiago,INDUSTRIAL,1094.96,-70.653086,-33.496558
Santiago,RESIDENCIAL,272.01,-70.5626,-33.494144
Santiago,INDUSTRIAL,1154.23,-70.596411,-33.425935
Santiago,RESIDENCIAL,99.52,-70.644196,-33.418449
Santiago,RESIDENCIAL,182.84,-70.651595,-33.576541
Santiago,RESIDENCIAL,64.29,-70.615336,-33.569565
Santiago,INDUSTRIAL,1120.04,-70.502813,-33.43151
Santiago,RESIDENCIAL,201.13,-70.669768,-33.498929
Santiago,INDUSTRIAL,815.5,-70.593716,-33.465787
Santiago,COMERCIAL,169.28,-70.697161,-33.482546
Santiago,COMERCIAL,363.81,-70.714345,-33.414895
Santiago,RESIDENCIAL,133.02,-70.608338,-33.49844
Santiago,RESIDENCIAL,147.4,-70.52415,-33.450423
Santiago,RESIDENCIAL,193.47,-70.628584,-33.477062
Santiago,RESIDENCIAL,162.82,-70.559804,-33.409723
Santiago,INDUSTRIAL,1575.15,-70.541287,-33.520935
Santiago,RESIDENCIAL,156.31,-70.682776,-33.454354
Santiago,INDUSTRIAL,1360.05,-70.638575,-33.512391
Santiago,COMERCIAL,318.38,-70.622394,-33.412629
Santiago,INDUSTRIAL,1412.91,-70.570286,-33.446632
Santiago,COMERCIAL,466.23,-70.737309,-33.541867
Santiago,COMERCIAL,361.45,-70.666661,-33.501431
Santiago,INDUSTRIAL,947.44,-70.557774,-33.512883
Santiago,RESIDENCIAL,160.29,-70.633664,-33.555845
Santiago,INDUSTRIAL,1247.77,-70.576381,-33.594129
Santiago,INDUSTRIAL,458.15,-70.663774,-33.490638
Santiago,RESIDENCIAL,57.49,-70.566655,-33.540528
Santiago,RESIDENCIAL,52.98,-70.66,-33.524713
Santiago,INDUSTRIAL,1072.8,-70.575358,-33.470719
Santiago,RESIDENCIAL,146.26,-70.693904,-33.48325
Santiago,INDUSTRIAL,1051.76,-70.63871,-33.562145
Santiago,INDUSTRIAL,655.57,-70.724829,-33.411021
Santiago,COMERCIAL,185.64,-70.691996,-33.472314
Santiago,RESIDENCIAL,120.9,-70.564707,-33.516596
Santiago,INDUSTRIAL,564.5,-70.582686,-33.572686
Santiago,COMERCIAL,306.49,-70.677309,-33.421961
Santiago,RESIDENCIAL,127.56,-70.62785,-33.44305
Santiago,INDUSTRIAL,1258.14,-70.623781,-33.407521
Santiago,INDUSTRIAL,774.8,-70.722366,-33.463477
Santiago,INDUSTRIAL,934.98,-70.577162,-33.534893
Santiago,RESIDENCIAL,107.5,-70.56717,-33.529307
Santiago,COMERCIAL,247.34,-70.58003,-33.555355
Santiago,INDUSTRIAL,1108.33,-70.666383,-33.406468
Santiago,COMERCIAL,349.71,-70.634528,-33.53006
Santiago,RESIDENCIAL,152.97,-70.658782,-33.539791
Santiago,COMERCIAL,319.6,-70.545083,-33.572343
Santiago,INDUSTRIAL,1094.54,-70.674184,-33.522522
Santiago,COMERCIAL,428.18,-70.531981,-33.549849
Santiago,INDUSTRIAL,1158.7,-70.526346,-33.561563
Santiago,RESIDENCIAL,164.93,-70.676565,-33.403463
Santiago,RESIDENCIAL,91.52,-70.664406,-33.468952
Santiago,COMERCIAL,315.52,-70.657696,-33.575786
Santiago,INDUSTRIAL,1287.99,-70.669271,-33.507602
Santiago,INDUSTRIAL,1280.53,-70.621107,-33.435838
Santiago,COMERCIAL,82.39,-70.533528,-33.552536
Santiago,RESIDENCIAL,148.37,-70.703764,-33.508023
Santiago,INDUSTRIAL,760.59,-70.745969,-33.461256
Santiago,COMERCIAL,320.54,-70.584551,-33.412807
Santiago,RESIDENCIAL,222.66,-70.580877,-33.502823
Santiago,INDUSTRIAL,865.08,-70.559491,-33.584962
Santiago,COMERCIAL,311.42,-70.618376,-33.460241
Santiago,INDUSTRIAL,950.54,-70.707992,-33.422366
Santiago,INDUSTRIAL,1021.62,-70.676059,-33.541431
Santiago,COMERCIAL,183.43,-70.675916,-33.59678
Santiago,RESIDENCIAL,74.33,-70.737273,-33.592757
Santiago,INDUSTRIAL,942.16,-70.505971,-33.416462
Santiago,INDUSTRIAL,876.8,-70.666969,-33.597624
Santiago,COMERCIAL,324.6,-70.526611,-33.565456
Santiago,RESIDENCIAL,193.75,-70.628733,-33.402048
Santiago,COMERCIAL,127.24,-70.635734,-33.577027
Santiago,COMERCIAL,416.92,-70.551988,-33.595613
Santiago,INDUSTRIAL,1021.51,-70.527943,-33.410611
Santiago,INDUSTRIAL,1481.27,-70.732505,-33.579351
Santiago,RESIDENCIAL,192.18,-70.594848,-33.56116
Santiago,INDUSTRIAL,1036.6,-70.621992,-33.451971
Santiago,COMERCIAL,256.44,-70.744566,-33.482759
Santiago,INDUSTRIAL,1287.8,-70.648525,-33.513274
Santiago,COMERCIAL,386.88,-70.528566,-33.49297
Santiago,RESIDENCIAL,132.59,-70.736661,-33.55934
Santiago,COMERCIAL,408.57,-70.704449,-33.405148
Santiago,INDUSTRIAL,874.97,-70.620595,-33.458973
Santiago,COMERCIAL,284.34,-70.710232,-33.413909
Santiago,INDUSTRIAL,1195.86,-70.531332,-33.471745
Santiago,INDUSTRIAL,1517.88,-70.729427,-33.586097
Santiago,INDUSTRIAL,1100.87,-70.737528,-33.582115
Santiago,RESIDENCIAL,148.91,-70.662185,-33.567269
Santiago,RESIDENCIAL,62.51,-70.630405,-33.525893
Santiago,COMERCIAL,325.39,-70.710684,-33.485867
Santiago,INDUSTRIAL,1070.14,-70.589464,-33.470083
Santiago,COMERCIAL,183.66,-70.558441,-33.57942
Santiago,RESIDENCIAL,147.82,-70.537732,-33.598298
Santiago,INDUSTRIAL,688.94,-70.685044,-33.404454
Santiago,INDUSTRIAL,1058.66,-70.592239,-33.578506
Santiago,RESIDENCIAL,159.29,-70.550679,-33.532498
Santiago,INDUSTRIAL,1223.19,-70.654879,-33.542966
Santiago,RESIDENCIAL,194.07,-70.631717,-33.440964
Santiago,COMERCIAL,453.13,-70.552837,-33.502898
Santiago,INDUSTRIAL,739.16,-70.592765,-33.490916
Santiago,COMERCIAL,363.44,-70.735025,-33.48221
Santiago,INDUSTRIAL,1214.81,-70.664257,-33.565295
Santiago,INDUSTRIAL,845.22,-70.571205,-33.53703
Santiago,COMERCIAL,414.72,-70.536693,-33.529133
Santiago,RESIDENCIAL,186.51,-70.563301,-33.469681
Santiago,RESIDENCIAL,178.43,-70.546824,-33.454295
Santiago,RESIDENCIAL,87.76,-70.545865,-33.484344
Santiago,RESIDENCIAL,177.78,-70.64911,-33.588232
Santiago,RESIDENCIAL,205.57,-70.633119,-33.484521
Santiago,COMERCIAL,256.6,-70.72689,-33.519737
Santiago,COMERCIAL,145.77,-70.589857,-33.574546
Santiago,RESIDENCIAL,163.97,-70.554362,-33.539851
Santiago,INDUSTRIAL,604.78,-70.505018,-33.476707
Santiago,COMERCIAL,249.06,-70.7013,-33.510646
Santiago,RESIDENCIAL,166.84,-70.516764,-33.485128
Santiago,INDUSTRIAL,1267.16,-70.524206,-33.572913
Santiago,RESIDENCIAL,171.51,-70.641032,-33.572196
Santiago,INDUSTRIAL,822.72,-70.503471,-33.468118
Santiago,INDUSTRIAL,666.87,-70.74164,-33.420075
Santiago,RESIDENCIAL,162.75,-70.656329,-33.583926
Santiago,RESIDENCIAL,198.57,-70.628343,-33.468561
Santiago,RESIDENCIAL,53.16,-70.682465,-33.509693
Santiago,INDUSTRIAL,1023.14,-70.636895,-33.574497
Santiago,INDUSTRIAL,397.84,-70.741828,-33.555927
Santiago,RESIDENCIAL,8.11,-70.50022,-33.494809
Santiago,COMERCIAL,285.65,-70.664233,-33.49407
Santiago,COMERCIAL,317.51,-70.514718,-33.544762
Santiago,COMERCIAL,523.98,-70.732499,-33.576129
Santiago,RESIDENCIAL,261.84,-70.605994,-33.593734
Santiago,INDUSTRIAL,431.48,-70.662054,-33.44968
Santiago,RESIDENCIAL,104.15,-70.745952,-33.461224
Santiago,INDUSTRIAL,1218.29,-70.743399,-33.47609
Santiago,COMERCIAL,215.74,-70.727339,-33.426043
Santiago,COMERCIAL,172.19,-70.557956,-33.466826
Santiago,COMERCIAL,314.11,-70.572743,-33.492761
Santiago,COMERCIAL,294.91,-70.715263,-33.416003
Santiago,COMERCIAL,487.96,-70.548031,-33.45455
Santiago,INDUSTRIAL,1225.95,-70.50557,-33.502979
Santiago,RESIDENCIAL,172.5,-70.575885,-33.457639
Santiago,RESIDENCIAL,171.8,-70.519284,-33.534429
Santiago,RESIDENCIAL,111.58,-70.545463,-33.543319
Santiago,COMERCIAL,271.22,-70.665302,-33.423909
Santiago,COMERCIAL,266.9,-70.586987,-33.563583
Santiago,COMERCIAL,92.74,-70.706684,-33.47399
Santiago,COMERCIAL,382.05,-70.702586,-33.480622
Santiago,RESIDENCIAL,153.05,-70.524242,-33.499851
Santiago,COMERCIAL,305.74,-70.74105,-33.57707
Santiago,INDUSTRIAL,437.89,-70.721245,-33.422014
Santiago,RESIDENCIAL,103.46,-70.725884,-33.416771
Santiago,RESIDENCIAL,150.69,-70.738573,-33.439581
Santiago,RESIDENCIAL,172.05,-70.631647,-33.528608
Santiago,COMERCIAL,207.98,-70.667145,-33.492278
Santiago,RESIDENCIAL,205.25,-70.53028,-33.444982
Santiago,RESIDENCIAL,181.07,-70.676903,-33.599885
Santiago,COMERCIAL,192.79,-70.554944,-33.48219
Santiago,INDUSTRIAL,785.0,-70.541974,-33.510923
Santiago,RESIDENCIAL,126.97,-70.619049,-33.485908
Santiago,INDUSTRIAL,1101.17,-70.586132,-33.401393
Santiago,RESIDENCIAL,69.52,-70.598185,-33.589729
Santiago,COMERCIAL,380.25,-70.60184,-33.566157
Santiago,RESIDENCIAL,191.02,-70.69865,-33.451219
Santiago,COMERCIAL,409.51,-70.586183,-33.459873
Santiago,RESIDENCIAL,97.43,-70.585801,-33.442517
Santiago,RESIDENCIAL,178.44,-70.614656,-33.518347
Santiago,INDUSTRIAL,1262.59,-70.600122,-33.552259
Santiago,RESIDENCIAL,106.11,-70.717337,-33.452339
Santiago,COMERCIAL,227.0,-70.682387,-33.447859
Santiago,RESIDENCIAL,221.33,-70.559813,-33.562496
Santiago,COMERCIAL,168.39,-70.557364,-33.406368
Santiago,RESIDENCIAL,102.72,-70.566863,-33.46575
Santiago,COMERCIAL,218.99,-70.621295,-33.476036
Santiago,RESIDENCIAL,215.55,-70.600896,-33.571922
Santiago,RESIDENCIAL,172.26,-70.658775,-33.576412
Santiago,INDUSTRIAL,939.9,-70.737053,-33.540056
Santiago,RESIDENCIAL,181.08,-70.508229,-33.445753
Santiago,COMERCIAL,286.81,-70.601403,-33.463847
Santiago,INDUSTRIAL,1315.69,-70.743677,-33.408081
Santiago,INDUSTRIAL,686.59,-70.715871,-33.461749
Santiago,RESIDENCIAL,72.96,-70.523625,-33.40236
Santiago,COMERCIAL,226.21,-70.622883,-33.573438
Santiago,RESIDENCIAL,270.65,-70.580588,-33.412077
Santiago,RESIDENCIAL,159.06,-70.722454,-33.463856
Santiago,INDUSTRIAL,696.13,-70.622962,-33.498059
Santiago,INDUSTRIAL,1222.81,-70.747084,-33.407926
Santiago,INDUSTRIAL,1352.09,-70.518159,-33.427234
Santiago,INDUSTRIAL,765.71,-70.689949,-33.43139
Santiago,INDUSTRIAL,1096.24,-70.52975,-33.548414
Santiago,INDUSTRIAL,1114.75,-70.623056,-33.470788
Santiago,INDUSTRIAL,1317.81,-70.684522,-33.466279
Santiago,RESIDENCIAL,145.2,-70.658606,-33.598723
Santiago,RESIDENCIAL,106.14,-70.715273,-33.523768
Santiago,RESIDENCIAL,156.42,-70.68293,-33.468007
Santiago,RESIDENCIAL,193.77,-70.6501,-33.513854
Santiago,COMERCIAL,146.12,-70.578582,-33.582809
Santiago,RESIDENCIAL,241.91,-70.635484,-33.452835
Santiago,RESIDENCIAL,68.45,-70.651837,-33.499885
Santiago,COMERCIAL,354.72,-70.580164,-33.597778
Santiago,INDUSTRIAL,1290.07,-70.715511,-33.566549
